lat,lon,alt,acc,speed,accelx,accely,accelz,gyrox,gyroy,gyroz,azimuth,pitch,roll
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52945185,-0.24708772,0.44637662,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52945185,-0.24708772,0.44637662,1.0707375,-0.36777732,0.08151497
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52945185,-0.24708772,0.44637662,0.81527895,-0.52873015,-0.09338118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52945185,-0.24708772,0.44637662,0.81527895,-0.52873015,-0.09338118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5170822,-1.1697725,1.0225583,0.81527895,-0.52873015,-0.09338118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5170822,-1.1697725,1.0225583,0.8679366,-0.52873015,-0.09338118
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5170822,-1.1697725,1.0225583,0.543373,-0.31543827,-0.5006287
0.0,0.0,0.0,0.0,0.0,1.6987636,0.79346275,-1.1657448,-0.5170822,-1.1697725,1.0225583,0.543373,-0.31543827,-0.5006287
0.0,0.0,0.0,0.0,0.0,1.6987636,0.79346275,-1.1657448,0.35788015,0.4711923,-0.3655921,0.543373,-0.31543827,-0.5006287
0.0,0.0,0.0,0.0,0.0,1.6987636,0.79346275,-1.1657448,0.35788015,0.4711923,-0.3655921,0.62294966,-0.31543827,-0.5006287
0.0,0.0,0.0,0.0,0.0,1.6987636,0.79346275,-1.1657448,0.35788015,0.4711923,-0.3655921,0.7898537,-0.5806226,-0.19565445
0.0,0.0,0.0,0.0,0.0,2.7391996,-1.3811829,0.6941061,0.35788015,0.4711923,-0.3655921,0.7898537,-0.5806226,-0.19565445
0.0,0.0,0.0,0.0,0.0,2.7391996,-1.3811829,0.6941061,0.35788015,0.4711923,-0.3655921,0.80473685,-0.5806226,-0.19565445
0.0,0.0,0.0,0.0,0.0,2.7391996,-1.3811829,0.6941061,0.41751412,0.5173876,-0.35513133,0.80473685,-0.5806226,-0.19565445
0.0,0.0,0.0,0.0,0.0,2.7391996,-1.3811829,0.6941061,0.41751412,0.5173876,-0.35513133,0.9969545,-0.60568845,0.06358344
0.0,0.0,0.0,0.0,0.0,2.7391996,-1.3811829,0.6941061,0.41751412,0.5173876,-0.35513133,1.0216776,-0.60568845,0.06358344
0.0,0.0,0.0,0.0,0.0,0.45300373,1.3760049,-1.7508526,0.41751412,0.5173876,-0.35513133,1.0216776,-0.60568845,0.06358344
0.0,0.0,0.0,0.0,0.0,0.45300373,1.3760049,-1.7508526,-0.5251759,-0.08819107,-0.8810708,1.0216776,-0.60568845,0.06358344
0.0,0.0,0.0,0.0,0.0,0.45300373,1.3760049,-1.7508526,-0.5251759,-0.08819107,-0.8810708,1.0675033,-0.54459864,0.10765877
0.0,0.0,0.0,0.0,0.0,0.45300373,1.3760049,-1.7508526,-0.5251759,-0.08819107,-0.8810708,1.0842735,-0.54459864,0.10765877
0.0,0.0,0.0,0.0,0.0,-1.4070231,1.0803795,1.3146105,-0.5251759,-0.08819107,-0.8810708,1.0842735,-0.54459864,0.10765877
0.0,0.0,0.0,0.0,0.0,-1.4070231,1.0803795,1.3146105,0.044133715,0.23884128,0.27541575,1.0842735,-0.54459864,0.10765877
0.0,0.0,0.0,0.0,0.0,-1.4070231,1.0803795,1.3146105,0.044133715,0.23884128,0.27541575,0.9965336,-0.5012453,-0.044705037
0.0,0.0,0.0,0.0,0.0,-1.4070231,1.0803795,1.3146105,0.044133715,0.23884128,0.27541575,0.99263924,-0.5012453,-0.044705037
0.0,0.0,0.0,0.0,0.0,0.22988826,1.4324121,0.09615803,0.044133715,0.23884128,0.27541575,0.99263924,-0.5012453,-0.044705037
0.0,0.0,0.0,0.0,0.0,0.22988826,1.4324121,0.09615803,-0.20180866,0.43667942,0.34352523,0.99263924,-0.5012453,-0.044705037
--GPS LOCATION CHANGED--
0.0,0.0,0.0,0.0,0.0,0.22988826,1.4324121,0.09615803,-0.20180866,0.43667942,0.34352523,0.99263924,-0.5012453,-0.044705037
0.0,0.0,0.0,0.0,0.0,0.22988826,1.4324121,0.09615803,-0.20180866,0.43667942,0.34352523,1.0789151,-0.42499697,0.040212523
0.0,0.0,0.0,0.0,0.0,0.22988826,1.4324121,0.09615803,-0.20180866,0.43667942,0.34352523,1.0459911,-0.42499697,0.040212523
0.0,0.0,0.0,0.0,0.0,3.8041465,0.9563377,0.5212593,-0.20180866,0.43667942,0.34352523,1.0459911,-0.42499697,0.040212523
0.0,0.0,0.0,0.0,0.0,3.8041465,0.9563377,0.5212593,-0.41675055,1.9128681,-0.15507884,1.0459911,-0.42499697,0.040212523
0.0,0.0,0.0,0.0,0.0,3.8041465,0.9563377,0.5212593,-0.41675055,1.9128681,-0.15507884,1.2406442,-0.38337097,0.39469567
0.0,0.0,0.0,0.0,0.0,3.8041465,0.9563377,0.5212593,-0.41675055,1.9128681,-0.15507884,1.204732,-0.38337097,0.39469567
0.0,0.0,0.0,0.0,0.0,0.21229625,-0.844291,1.6949606,-0.41675055,1.9128681,-0.15507884,1.204732,-0.38337097,0.39469567
0.0,0.0,0.0,0.0,0.0,0.21229625,-0.844291,1.6949606,0.51990736,-0.4053735,0.7324822,1.204732,-0.38337097,0.39469567
0.0,0.0,0.0,0.0,0.0,0.21229625,-0.844291,1.6949606,0.51990736,-0.4053735,0.7324822,1.0699997,-0.4605102,0.16900134
0.0,0.0,0.0,0.0,0.0,0.21229625,-0.844291,1.6949606,0.51990736,-0.4053735,0.7324822,1.0369544,-0.4605102,0.16900134
0.0,0.0,0.0,0.0,0.0,-4.5761056,-1.4263697,1.229939,0.51990736,-0.4053735,0.7324822,1.0369544,-0.4605102,0.16900134
0.0,0.0,0.0,0.0,0.0,-4.5761056,-1.4263697,1.229939,0.63337225,-1.2610178,0.9171108,1.0369544,-0.4605102,0.16900134
0.0,0.0,0.0,0.0,0.0,-4.5761056,-1.4263697,1.229939,0.63337225,-1.2610178,0.9171108,0.65606207,-0.70491064,-0.2131183
0.0,0.0,0.0,0.0,0.0,-4.5761056,-1.4263697,1.229939,0.63337225,-1.2610178,0.9171108,0.63701415,-0.70491064,-0.2131183
0.0,0.0,0.0,0.0,0.0,-0.11254865,-1.3365197,0.9734812,0.63337225,-1.2610178,0.9171108,0.63701415,-0.70491064,-0.2131183
0.0,0.0,0.0,0.0,0.0,-0.11254865,-1.3365197,0.9734812,0.30473644,-0.35245886,-0.5958815,0.63701415,-0.70491064,-0.2131183
0.0,0.0,0.0,0.0,0.0,-0.11254865,-1.3365197,0.9734812,0.30473644,-0.35245886,-0.5958815,0.87023866,-0.8664552,0.09159492
