lat,lon,alt,acc,speed,accelx,accely,accelz,gyrox,gyroy,gyroz,azimuth,pitch,roll,time,batpct,current
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,1659451127000,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004033418,-0.0031962935,-0.004692971,0.0,-0.0,-0.0,1659451127000,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004033418,-0.0031962935,-0.004692971,-100.27971,-15.494661,1.8219405,1659451127000,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004033418,-0.0031962935,-0.004692971,-100.27971,-15.494661,1.8219405,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004113987,0.002185137,-0.004730053,-100.27971,-15.494661,1.8219405,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004113987,0.002185137,-0.004730053,-99.53732,-15.796279,2.6916492,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004113987,0.002185137,-0.004730053,-98.61584,-15.796279,2.6916492,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.016717637,0.0024018493,0.004276643,0.004113987,0.002185137,-0.004730053,-98.61584,-15.796279,2.6916492,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.016717637,0.0024018493,0.004276643,1.7450478E-4,-8.214529E-4,0.004288425,-98.61584,-15.796279,2.6916492,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.016717637,0.0024018493,0.004276643,1.7450478E-4,-8.214529E-4,0.004288425,-98.31385,-15.900076,2.9624,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.016717637,0.0024018493,0.004276643,1.7450478E-4,-8.214529E-4,0.004288425,-97.61587,-15.900076,2.9624,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.022810614,0.0145475,-0.010757388,1.7450478E-4,-8.214529E-4,0.004288425,-97.61587,-15.900076,2.9624,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.022810614,0.0145475,-0.010757388,-8.298843E-4,-8.817257E-4,0.0042658756,-97.61587,-15.900076,2.9624,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.022810614,0.0145475,-0.010757388,-8.298843E-4,-8.817257E-4,0.0042658756,-98.79363,-15.517748,2.2663178,1659451127000,66.0,-1420
--GPS STARTED--
0.0,0.0,0.0,0.0,0.0,-0.022810614,0.0145475,-0.010757388,-8.298843E-4,-8.817257E-4,0.0042658756,-99.2211,-15.517748,2.2663178,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.032412842,-0.010658368,0.0073854504,-8.298843E-4,-8.817257E-4,0.0042658756,-99.2211,-15.517748,2.2663178,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.032412842,-0.010658368,0.0073854504,-7.3232246E-4,6.2029454E-4,0.003243688,-99.2211,-15.517748,2.2663178,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.032412842,-0.010658368,0.0073854504,-7.3232246E-4,6.2029454E-4,0.003243688,-99.56112,-15.398051,2.048291,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.032412842,-0.010658368,0.0073854504,-7.3232246E-4,6.2029454E-4,0.003243688,-100.2576,-15.398051,2.048291,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.020002728,-0.00832409,0.0039237537,-7.3232246E-4,6.2029454E-4,0.003243688,-100.2576,-15.398051,2.048291,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.020002728,-0.00832409,0.0039237537,0.0017353614,0.0012207743,-3.4293786E-4,-100.2576,-15.398051,2.048291,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.020002728,-0.00832409,0.0039237537,0.0017353614,0.0012207743,-3.4293786E-4,-100.00572,-15.462426,1.9133612,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.020002728,-0.00832409,0.0039237537,0.0017353614,0.0012207743,-3.4293786E-4,-100.04329,-15.462426,1.9133612,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.007032855,-0.007504384,0.0038024525,0.0017353614,0.0012207743,-3.4293786E-4,-100.04329,-15.462426,1.9133612,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.007032855,-0.007504384,0.0038024525,0.0019463721,-0.0014208807,-0.0011032618,-100.04329,-15.462426,1.9133612,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.007032855,-0.007504384,0.0038024525,0.0019463721,-0.0014208807,-0.0011032618,-100.16893,-15.440585,2.0946815,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.007032855,-0.007504384,0.0038024525,0.0019463721,-0.0014208807,-0.0011032618,-99.96746,-15.440585,2.0946815,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01206939,-0.006866904,0.0013440661,0.0019463721,-0.0014208807,-0.0011032618,-99.96746,-15.440585,2.0946815,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01206939,-0.006866904,0.0013440661,-0.0015349621,0.0031301186,-0.0022437205,-99.96746,-15.440585,2.0946815,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01206939,-0.006866904,0.0013440661,-0.0015349621,0.0031301186,-0.0022437205,-99.36056,-15.668954,2.6657615,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01206939,-0.006866904,0.0013440661,-0.0015349621,0.0031301186,-0.0022437205,-99.06456,-15.668954,2.6657615,1659451127000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01034133,0.021544969,-0.01282443,-0.0015349621,0.0031301186,-0.0022437205,-99.06456,-15.668954,2.6657615,1659451128000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01034133,0.021544969,-0.01282443,0.002711707,-0.0027398376,0.0071945773,-99.06456,-15.668954,2.6657615,1659451128000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01034133,0.021544969,-0.01282443,0.002711707,-0.0027398376,0.0071945773,-99.697426,-15.459013,2.3712904,1659451128000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01034133,0.021544969,-0.01282443,0.002711707,-0.0027398376,0.0071945773,-99.40784,-15.459013,2.3712904,1659451128000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01748459,-0.00858868,0.012663466,0.002711707,-0.0027398376,0.0071945773,-99.40784,-15.459013,2.3712904,1659451128000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01748459,-0.00858868,0.012663466,0.0028795572,-0.0010117147,6.1450637E-4,-99.40784,-15.459013,2.3712904,1659451128000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01748459,-0.00858868,0.012663466,0.0028795572,-0.0010117147,6.1450637E-4,-99.16711,-15.502676,2.0092385,1659451128000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,-0.01748459,-0.00858868,0.012663466,0.0028795572,-0.0010117147,6.1450637E-4,-99.318665,-15.502676,2.0092385,1659451128000,66.0,-1420
0.0,0.0,0.0,0.0,0.0,0.015570945,-0.008157917,-5.2828947E-4,0.0028795572,-0.0010117147,6.1450637E-4,-99.318665,-15.502676,2.0092385,1659451128000,66.0,-1420
