lat,lon,alt,acc,speed,accelx,accely,accelz,gyrox,gyroy,gyroz,azimuth,pitch,roll
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,0.0,-0.0,-0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-2.9827063,-0.71822804,0.15702745
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-3.0550418,-0.727266,0.19338946
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-3.0450656,-0.70329696,0.1847276
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-3.0108857,-0.6996785,0.16651827
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-3.0344143,-0.708885,0.18038245
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-2.9860375,-0.71441954,0.15761402
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-3.016163,-0.71348906,0.17229085
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-2.9372375,-0.69311464,0.12521338
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-2.9945536,-0.70228755,0.15869635
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-3.0199928,-0.72010666,0.17559023
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-2.902693,-0.70147914,0.10948988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-2.903173,-0.70147914,0.10948988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007864659,0.037948888,0.03260397,-2.903173,-0.70147914,0.10948988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.903173,-0.70147914,0.10948988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.9821434,-0.68904525,0.14758116
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.9031532,-0.7168237,0.11607799
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.9690874,-0.6833038,0.13881348
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.9547107,-0.69764864,0.13559407
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.9396164,-0.7136187,0.13331346
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.8983417,-0.68752366,0.100754574
--GPS LOCATION CHANGED--
40.3043321,-80.0435376,0.0,1600.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.8983417,-0.68752366,0.100754574
40.3043321,-80.0435376,0.0,1600.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.9651608,-0.6896165,0.13860711
40.3043321,-80.0435376,0.0,1600.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.9256427,-0.7062108,0.123374246
40.3043321,-80.0435376,0.0,1600.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.903566,-0.7051585,0.111279964
40.3043321,-80.0435376,0.0,1600.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.9848309,-0.70258945,0.15274628
40.3043321,-80.0435376,0.0,1600.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.9969819,-0.70258945,0.15274628
40.3043321,-80.0435376,0.0,1600.0,0.0,0.0,0.0,0.0,-0.005955761,0.040392276,0.079715565,-2.8847082,-0.7078633,0.09706403
40.3043321,-80.0435376,0.0,1600.0,0.0,-0.052737117,-0.054186344,0.035556793,-0.005955761,0.040392276,0.079715565,-2.8847082,-0.7078633,0.09706403
40.3043321,-80.0435376,0.0,1600.0,0.0,-0.052737117,-0.054186344,0.035556793,-7.635591E-5,-0.0019852535,-0.003206948,-2.8847082,-0.7078633,0.09706403
