lat,lon,alt,acc,speed,accelx,accely,accelz,gyrox,gyroy,gyroz,azimuth,pitch,roll
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01095872,0.04535693,0.008016101,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01095872,0.04535693,0.008016101,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01095872,0.04535693,0.008016101,-1.4964,0.0456,-0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01095872,0.04535693,0.008016101,-1.4964,0.0456,-0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027941654,-0.19395871,-0.011897737,-1.4964,0.0456,-0.003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027941654,-0.19395871,-0.011897737,-1.4544,0.0456,-0.003
0.0,0.0,0.0,0.0,0.0,0.0051421216,0.03432486,-0.09659738,0.027941654,-0.19395871,-0.011897737,-1.4544,0.0456,-0.003
0.0,0.0,0.0,0.0,0.0,0.0051421216,0.03432486,-0.09659738,0.027941654,-0.19395871,-0.011897737,-1.4352,0.0249,-0.1188
0.0,0.0,0.0,0.0,0.0,0.0051421216,0.03432486,-0.09659738,-0.027702741,0.06194232,-0.016915483,-1.4352,0.0249,-0.1188
0.0,0.0,0.0,0.0,0.0,0.0051421216,0.03432486,-0.09659738,-0.027702741,0.06194232,-0.016915483,-1.4342,0.0249,-0.1188
0.0,0.0,0.0,0.0,0.0,0.21294229,0.05368974,-0.06280838,-0.027702741,0.06194232,-0.016915483,-1.4342,0.0249,-0.1188
0.0,0.0,0.0,0.0,0.0,0.21294229,0.05368974,-0.06280838,-0.027702741,0.06194232,-0.016915483,-1.5058,0.0586,-0.0795
0.0,0.0,0.0,0.0,0.0,0.21294229,0.05368974,-0.06280838,0.008959497,0.09865973,-0.008816055,-1.5058,0.0586,-0.0795
